ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
ಅಖಾದ್ಯ,,ಆಹಾರಕ್ಕೆ ಯೋಗ್ಯವಲ್ಲದ,,,,,,inedible,,,yes
ಅಖಿಲ,,,,,,,,"all, entire",,,yes
ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು,,,,,,,,all India services,,,yes
ಅಗತ್ಯಗಳು,,,,,,,,requirements,,,yes
ಅಗಲ,,ವಿಸ್ತಾರ,,,,,,breadth,,,yes
ಅಗಸ,,,,,,,,washerman,,,yes
ಅಗಿ,,ತೋಡು,,,,,,dig,,,yes
ಅಗುಳಿ ಬೀಗ,,,,,,,,latch,,,yes
ಅಗೆ,,,,,,,,seedling,,,yes
ಅಗೋಚರ,,,,,,,,"imperceptible, intangible, invisible",,,yes
ಅಗೌರವ,,"ಅಪಮಾನ, ಅವಮರ್ಯಾದೆ",,,,,,"dishonour, disrespect",,,yes
ಅಗ್ಗ,,ಕಡಿಮೆ ಬೆಲೆಯ,,,,,,cheap,,,yes
ಅಗ್ನಿ,,"ಬೆಂಕಿ, ಉರಿ",,,,,,fire,,,yes
ಅಗ್ನಿ ಕವಾಟ,,,,,,,,fire valve,,,yes
ಅಗ್ನಿ ನಿರೋಧಕ,,,,,,,,fireproof,,,yes
ಅಗ್ನಿ ನಿರೋಧಕ ಸಾಮಗ್ರಿ,,,,,,,,fire resisting material,,,yes
ಅಗ್ನಿ ಪರೀಕ್ಷೆ,,,,,,,,fire ordeal,,,yes
ಅಗ್ನಿ ಪರ್ವತ,,ಜ್ವಾಲಾಮುಖಿ,,,,,,volcano,,,yes
ಅಗ್ನಿಬಾಣ,,"ಕ್ಷಿಪಣಿ, ರಾಕೆಟ್",,,,,,rocket,,,yes
ಅಗ್ನಿ ವಿಮೆ,,,,,,,,fire insurance,,,yes
ಅಗ್ನಿ ಶಾಮಕದಳ,,,,,,,,fire brigade,,,yes
ಅಗ್ನಿ ಶಾಮಕ ಸಲಕರಣೆ,,,,,,,,fire fighting apparatus,,,yes
ಅಗ್ನಿ ಶಿಲೆ,,,,,,,,igneous rock,,,yes
ಅಗ್ನಿ ಸೂಚಕ,,,,,,,,fire alarm,,,yes
ಅಗ್ರ,,ಶಿಖರ,,,,,,apex,,,yes
ಅಗ್ರ ಕಾರ್ಮಿಕ,,ಫೋರ್‌ಮನ್,,,,,,foreman,,,yes
ಅಗ್ರಗಣ್ಯ,,"ಪ್ರಮುಖ, ಪ್ರಸಿದ್ಧ",,,,,,foremost,,,yes
ಅಗ್ರಣೀಯ,,,,,,,,"supreme, top, apex",,,yes
ಅಗ್ರತಾ ವಾರಂಟು,,,,,,,,warrant of precedence,,,yes
ಅಗ್ರತೆ,,ಆದ್ಯತೆ,,,,,,precedence,,,yes
ಅಗ್ರ ಪ್ರಾಶಸ್ತ್ಯ,,,,,,,,top priority,,,yes
ಅಗ್ರ ಲೇಖ,,,,,,,,leading article,,,yes
ಅಗ್ರಾಹ್ಯ,,ಅಂಗೀಕಾರಾರ್ಹ ವಲ್ಲದ,,,,,,inadmissible,,,yes
ಅಗ್ರಾಹ್ಯ ಸಾಕ್ಷ್ಯ,,,,,,,,inadmissible evidence,,,yes
ಅಗ್ರಿಮಧನ,,ಮುಂಗಡ,,,,,,advance,,,yes
ಅಚಲ,,ಸ್ಥಿರ,,,,,,immovable,,,yes
ಅಚೇತನ,,"ಜಡ, ನಿಸ್ಸತ್ವ",,,,,,inanimate,,,yes
ಅಚ್ಚ,,,,,,,,"pure, unmixed",,,yes
ಅಚ್ಚು,,,,,,,,"axle, printer’s type, mould",,,yes
ಅಚ್ಚುಕಟ್ಟು,,,,,,,,"ayacut, compactness",,,yes
ಅಚ್ಚುಗಾರ,,ಎರಕಗಾರ,,,,,,moulder,,,yes
ಅಚ್ಚು ಮೊಳೆ,,,,,,,,printer’s type,,,yes
ಅಚ್ಚು ಹಾಕು,,ಮುದ್ರಿಸು,,,,,,print,,,yes
ಅಜಮಾಸು,,"ಸರಾಸರಿ, ಸುಮಾರು",,,,,,average,,,yes
ಅಜಾಗರೂಕತೆ,,"ಅಲಕ್ಷ್ಯ, ನಿರ್ಲಕ್ಷ್ಯ",,,,,,"carelessness, negligence",,,yes
ಅಜೀರ್ಣ,,,,,,,,indigestion,,,yes
ಅಜೇಯ,,,,,,,,invincible,,,yes
ಅಜ್ಞಾತ,,ತಲೆಮರೆಸಿಕೊಂಡ,,,,,,incognito,,,yes
ಅಜ್ಞಾನ,,,,,,,,ignorance,,,yes
ಅಟ್ಟು,,ಬೆನ್ನಟ್ಟು,,,,,,chase,,,yes
ಅಡ್ ಹಾಕ್,,"ತದರ್ಥಕ, ತದುದ್ದೇಶಿತ, ಹಂಗಾಮಿ",,,,,,ad hoc,,,yes
ಅಡಕ,,ಲಗತ್ತು,,,,,,"enclosure, concise",,,yes
ಅಡಕ ಪತ್ರ,,ಸಂಗ್ರಹ,,,,,,"enclosed letter, epitome",,,yes
ಅಡಚಣೆ,,"ಪ್ರತಿಬಂಧ, ತಡೆ",,,,,,impediment Awx,,,yes
ಅಡಚಣೆ ಮಾಡು,,"ತಡೆಯೊಡ್ಡು , ಪ್ರತಿಬಂಧಿಸು",,,,,,hamper,,,yes
ಅಡಮಾನ,,"ಒತ್ತೆ , ಆಧಾರ, ಅಡವು",,,,,,"hypothecation, mortgage",,,yes
ಅಡಮಾನ ಋಣ,,,,,,,,mortgage debt,,,yes
ಅಡಮಾನಕಾರ,,,,,,,,mortgagor,,,yes
ಅಡಮಾನ ಡಿಬೆಂಚರ್,,,,,,,,mortgage debenture,,,yes
ಅಡಮಾನ ಪತ್ರ,,,,,,,,deed of mortgage,,,yes
ಅಡಮಾನ ಬ್ಯಾಂಕ್,,,,,,,,mortgage bank,,,yes
ಅಡಮಾನ ಭದ್ರತೆ,,,,,,,,mortgage security,,,yes
ಅಡಮಾನ ಲಿಖಿತ,,,,,,,,instrument of mortgage,,,yes
ಅಡವಿನ ಸ್ವತ್ತು,,,,,,,,mortgage property,,,yes
ಅಡವು,,ಅಡಮಾನ,,,,,,mortgage,,,yes
ಅಡಿ,,,,,,,,"foot i.e., 12 inch",,,yes
ಅಡಿಗಟ್ಟು,,"ಆಧಾರದ ಚೌಕಟ್ಟು , ಛಾಸಿ",,,,,,chassis,,,yes
ಅಡಿಗಾಲುವೆ,,,,,,,,culvert,,,yes
ಅಡಿಗೆ,,,,,,,,cooking,,,yes
ಅಡಿಗೆಮನೆ,,ಪಾಕಶಾಲೆ,,,,,,kitchen,,,yes
ಅಡಿಗೆರೆ,,,,,,,,underline,,,yes
ಅಡಿ ಟಿಪ್ಪಣಿ,,,,,,,,footnote,,,yes
ಅಡಿಪಾಯ,,"ತಳಹದಿ, ಅಸ್ತಿಭಾರ",,,,,,foundation,,,yes
ಅಡ್ಡ ಉಲ್ಲೇಖ,,,,,,,,cross reference,,,yes
ಅಡ್ಡಗಟ್ಟು,,ನಿರೋಧಿಸು,,,,,,intercept,,,yes
ಅಡ್ಡಗೆರೆ,,,,,,,,dash,,,yes
ಅಡ್ಡಗೆರೆ ಚೆಕ್ಕು,,,,,,,,crossed cheque,,,yes
ಅಡ್ಡತಳಿ,,ಮಿಶ್ರತಳಿ,,,,,,hybrid,,,yes
ಅಡ್ಡಪ್ರಶ್ನೆ,,,,,,,,cross question,,,yes
ಅಡ್ಡ ವಿಚಾರಣೆ,,ಪಾಟೀ ಸವಾಲು,,,,,,cross examination,,,yes
ಅಡ್ಡಹಾದಿ,,,,,,,,"by way, cross road, wrong path",,,yes
ಅಡ್ಡ ಹೆಸರು,,,,,,,,"alias, surname, nick name",,,yes
ಅಡ್ಡಿ,,"ಅಡಚಣೆ, ಪ್ರತಿಬಂಧ, ತೊಂದರೆ",,,,,,"handicap, impediment",,,yes
ಅಣಕ,,ವಿಡಂಬನ,,,,,,mock,,,yes
ಅಣಕ ಚಿತ್ರ,,ವ್ಯಂಗ್ಯಚಿತ್ರ,,,,,,caricature,,,yes
ಅಣಕು ನ್ಯಾಯಾಲಯ,,,,,,,,moot court,,,yes
ಅಣಬೆ,,ನಾಯಿಕೊಡೆ,,,,,,"mushroom, fungus",,,yes
ಅಣು,,,,,,,,"molecule, atom",,,yes
ಅಣುಜೀವಿ,,,,,,,,"microbe, bacillus",,,yes
ಅಣುಬಾಂಬ್,,ಆಟಂಬಾಂಬ್,,,,,,atom bomb,,,yes
ಅಣು ಯುದ್ಧ,,,,,,,,atomic warfare,,,yes
ಅಣುಶಕ್ತಿ,,,,,,,,atomic energy,,,yes
ಅಣೆಕಟ್ಟು,,ಡ್ಯಾಮ್,,,,,,"dam, barrage",,,yes
